Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
13/05/2026;;00000000011761;TANGERINA POKAN KG;23,615;94,22;3,99;100,36;0,00;0,00;-6,14;-6,52;-6,12;-0,21;90,33;;;
13/05/2026;;00000000002497;TOMATE CARMEM KG;42,662;307,15;7,20;223,12;0,00;0,00;84,03;27,36;37,66;2,91;93,24;;;
13/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;3,000;19,47;6,49;15,00;0,00;0,00;4,47;22,96;29,80;0,15;93,40;;;
13/05/2026;;00000000010772;TOMATE ITALIANO KG;25,215;184,36;7,31;114,98;0,00;0,00;69,38;37,63;60,34;2,40;95,80;;;
13/05/2026;;00000000011623;TORTINHA DE LIMAO DA CASA P;7,000;41,93;5,99;0,00;0,00;0,00;41,93;100,00;0,00;1,45;97,25;;;
13/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;20,000;121,80;6,09;104,00;0,00;0,00;17,80;14,61;17,12;0,62;97,87;;;
13/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;15,000;158,95;10,60;97,50;0,00;0,00;61,45;38,66;63,03;2,13;100,00;;;
14/05/2026;;00000000010523;ABACATE KG;6,565;28,82;4,39;39,78;0,00;0,00;-10,96;-38,04;-27,56;-0,41;-0,41;;;
14/05/2026;;00000000004802;ABACAXI GRANDE UN.;7,000;55,93;7,99;39,50;0,00;0,00;16,43;29,38;41,59;0,61;0,20;;;
14/05/2026;;00000000004793;ABOBORA SERGIPANA KG;12,323;61,50;4,99;43,13;0,00;0,00;18,37;29,87;42,59;0,68;0,88;;;
14/05/2026;;00000000010505;ABOBRINHA KG;12,485;39,82;3,19;37,45;0,00;0,00;2,36;5,94;6,31;0,09;0,97;;;
14/05/2026;;00000000012303;AGRIAO UN.;9,000;22,41;2,49;10,50;0,00;0,00;11,91;53,15;113,43;0,44;1,41;;;
14/05/2026;;00000000012302;ALFACE CRESPA UN.;59,000;117,41;1,99;118,40;0,00;0,00;-0,99;-0,84;-0,84;-0,04;1,37;;;
14/05/2026;;00000000002496;ALHO KG;13,885;249,86;17,99;125,16;17,48;0,00;124,70;42,91;99,64;4,61;5,98;;;
14/05/2026;;00000000010518;BANANA DAGUA KG;23,150;92,38;3,99;61,81;0,00;0,00;30,57;33,09;49,46;1,13;7,11;;;
14/05/2026;;00000000004801;BANANA PRATA KG;81,395;406,14;4,99;335,23;0,00;0,00;70,91;17,46;21,15;2,62;9,73;;;
14/05/2026;;00000000001557;BATATA DOCE KG;7,185;28,66;3,99;26,69;0,00;0,00;1,97;6,89;7,40;0,07;9,80;;;
14/05/2026;;00000000002494;BATATA LISA KG;85,410;682,40;7,99;168,29;0,00;0,00;514,11;75,34;305,49;18,99;28,79;;;
14/05/2026;;00000000010506;BERINJELA KG;4,870;33,07;6,79;18,41;0,00;0,00;14,66;44,33;79,64;0,54;29,33;;;
14/05/2026;;00000000004798;BETERRABA KG;6,240;36,76;5,89;27,52;0,00;0,00;9,24;25,14;33,58;0,34;29,67;;;
14/05/2026;;00000000012309;BROCOLIS UN;13,000;90,87;6,99;84,50;0,00;0,00;6,37;7,01;7,54;0,24;29,91;;;
14/05/2026;;00000000000471;CARTELA OVOS C/12;32,000;223,68;6,99;204,16;0,00;0,00;19,52;8,73;9,56;0,72;30,63;;;
14/05/2026;;00000000002495;CEBOLA GRAUDA KG;48,475;251,54;5,19;93,84;0,00;0,00;157,70;62,69;168,05;5,83;36,46;;;
14/05/2026;;00000000010508;CEBOLA MIUDA KG;9,145;41,05;4,49;18,29;0,00;0,00;22,76;55,44;124,44;0,84;37,30;;;
14/05/2026;;00000000010509;CEBOLA ROXA KG;4,775;31,56;6,61;19,96;0,00;0,00;11,60;36,76;58,13;0,43;37,73;;;
14/05/2026;;00000000004799;CENOURA KG;28,055;252,24;8,99;80,92;0,00;0,00;171,32;67,92;211,71;6,33;44,05;;;
14/05/2026;;00000000012307;CHEIRO VERDE UN.;30,000;74,70;2,49;45,00;0,00;0,00;29,70;39,76;66,00;1,10;45,15;;;
14/05/2026;;00000000004796;CHUCHU KG;19,635;69,36;3,53;112,22;0,00;0,00;-42,86;-61,79;-38,19;-1,58;43,57;;;
14/05/2026;;00000000010526;COCO SECO KG;9,405;45,04;4,79;30,66;9,01;0,00;14,38;11,93;46,90;0,53;44,10;;;
14/05/2026;;00000000012305;COENTRO UN.;80,000;199,20;2,49;136,00;0,00;0,00;63,20;31,73;46,47;2,33;46,43;;;
14/05/2026;;00000000012304;COUVE UN.;49,000;122,01;2,49;71,50;0,00;0,00;50,51;41,40;70,64;1,87;48,30;;;
14/05/2026;;00000000010514;GENGIBRE KG;0,145;2,15;14,83;0,89;0,00;0,06;1,26;55,49;140,24;0,05;48,35;;;
14/05/2026;;00000000012306;HORTELA UN;9,000;22,41;2,49;7,90;0,00;0,00;14,51;64,75;183,67;0,54;48,88;;;
14/05/2026;;00000000004804;INHAME KG;13,135;65,55;4,99;65,87;0,00;0,00;-0,32;-0,49;-0,49;-0,01;48,87;;;
14/05/2026;;00000000004803;JILO KG;14,625;116,87;7,99;77,37;0,00;0,00;39,50;33,80;51,06;1,46;50,33;;;
14/05/2026;;00000000010532;KIWI KG;1,145;28,62;25,00;19,26;0,00;0,00;9,36;32,71;48,61;0,35;50,68;;;
14/05/2026;;00000000004797;LARANJA PERA KG;19,225;69,01;3,59;43,46;0,00;0,00;25,55;37,03;58,79;0,94;51,62;;;
14/05/2026;;00000000002498;LIMAO KG;26,520;84,62;3,19;51,20;0,00;0,00;33,42;39,49;65,27;1,23;52,85;;;
14/05/2026;;00000000012312;LOURO UN.;4,000;9,96;2,49;4,80;0,00;0,00;5,16;51,81;107,50;0,19;53,04;;;
14/05/2026;;00000000010531;MACA FUJI KG;2,400;33,58;13,99;25,92;0,00;0,00;7,66;22,82;29,57;0,28;53,33;;;
14/05/2026;;00000000010627;MACA GALA KG;11,990;107,81;8,99;117,02;0,00;0,00;-9,21;-8,55;-7,87;-0,34;52,99;;;
14/05/2026;;00000000002137;MACA GALA SC 850GR;25,000;124,75;4,99;52,12;0,00;0,00;72,63;58,22;139,35;2,68;55,67;;;
14/05/2026;;00000000005062;MAMAO PAPAIA UN.;16,000;71,84;4,49;36,64;0,00;0,00;35,20;49,00;96,07;1,30;56,97;;;
14/05/2026;;00000000010525;MANGA PALMER KG;22,935;137,35;5,99;118,30;0,00;0,00;19,05;13,87;16,10;0,70;57,67;;;
14/05/2026;;00000000010522;MARACUJA KG;37,060;259,02;6,99;247,35;0,00;0,00;11,67;4,51;4,72;0,43;58,11;;;
14/05/2026;;00000000010521;MELAO COMUM KG;3,325;17,25;5,19;9,44;0,00;0,00;7,81;45,26;82,67;0,29;58,39;;;
14/05/2026;;00000000004405;MOSTARDA UN;8,000;19,92;2,49;12,00;0,00;0,00;7,92;39,76;66,00;0,29;58,69;;;
14/05/2026;;00000000011609;MOUSSE DE MARACUJA DA CASA P;5,000;19,95;3,99;0,00;0,00;0,00;19,95;100,00;0,00;0,74;59,42;;;
14/05/2026;;00000000008283;OVOS CAIPIRA  CARTELA COM 30;1,000;12,49;12,49;0,00;0,00;0,00;12,49;100,00;0,00;0,46;59,88;;;
14/05/2026;;00000000007432;OVOS CAIPIRA C/12;2,000;25,98;12,99;20,00;0,00;0,00;5,98;23,02;29,90;0,22;60,11;;;
14/05/2026;;00000000008064;OVOS CARTELA COM 20;35,000;419,65;11,99;20,00;0,00;0,00;399,65;95,23;1998,25;14,76;74,87;;;
14/05/2026;;00000000002519;OVOS CARTELA COM 30;23,000;420,67;18,29;264,50;0,00;0,00;156,17;37,12;59,04;5,77;80,64;;;
14/05/2026;;00000000010512;PEPINO JAPONES KG;7,620;38,02;4,99;30,71;0,00;0,00;7,31;19,23;23,81;0,27;80,91;;;
14/05/2026;;00000000010513;PEPINO KG;3,160;15,45;4,89;17,03;0,00;0,00;-1,58;-10,24;-9,29;-0,06;80,85;;;
14/05/2026;;00000000007660;PERA WILLIAM KG;6,475;64,69;9,99;79,64;0,00;0,00;-14,95;-23,11;-18,77;-0,55;80,30;;;
14/05/2026;;00000000002502;PIMENTAO KG;10,295;76,47;7,43;48,88;0,00;0,00;27,59;36,08;56,46;1,02;81,32;;;
14/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;4,960;69,40;13,99;21,13;0,00;0,00;48,27;69,55;228,45;1,78;83,10;;;
14/05/2026;;00000000010507;QUIABO KG;39,047;311,97;7,99;231,94;0,00;0,00;80,03;25,65;34,51;2,96;86,06;;;
14/05/2026;;00000000010510;REPOLHO KG;9,660;50,13;5,19;18,55;0,00;0,00;31,58;63,00;170,28;1,17;87,22;;;
14/05/2026;;00000000007308;SALSA G;5,000;4,95;0,99;17,50;0,00;0,00;-12,55;-253,54;-71,71;-0,46;86,76;;;
14/05/2026;;00000000012320;SALSINHA UN;29,000;72,21;2,49;42,30;0,00;0,00;29,91;41,42;70,71;1,10;87,86;;;
14/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;5,000;34,95;6,99;0,00;0,00;0,00;34,95;100,00;0,00;1,29;89,16;;;
14/05/2026;;00000000011761;TANGERINA POKAN KG;31,120;124,17;3,99;130,13;0,00;0,00;-5,96;-4,80;-4,58;-0,22;88,94;;;
14/05/2026;;00000000002497;TOMATE CARMEM KG;37,525;269,78;7,19;201,12;0,00;0,00;68,66;25,45;34,14;2,54;91,47;;;
14/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;5,000;32,45;6,49;25,00;0,00;0,00;7,45;22,96;29,80;0,28;91,75;;;
14/05/2026;;00000000010772;TOMATE ITALIANO KG;36,970;269,50;7,29;176,07;0,00;0,00;93,43;34,67;53,07;3,45;95,20;;;
14/05/2026;;00000000011623;TORTINHA DE LIMAO DA CASA P;5,000;29,95;5,99;0,00;0,00;0,00;29,95;100,00;0,00;1,11;96,30;;;
14/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;39,000;233,61;5,99;202,80;0,00;0,00;30,81;13,19;15,19;1,14;97,44;;;
14/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;17,000;181,73;10,69;112,50;0,00;0,00;69,23;38,09;61,54;2,56;100,00;;;
15/05/2026;;00000000010523;ABACATE KG;12,495;54,85;4,39;72,28;0,00;0,00;-17,43;-31,77;-24,11;-0,60;-0,60;;;
15/05/2026;;00000000004802;ABACAXI GRANDE UN.;11,000;87,89;7,99;60,50;0,00;0,00;27,39;31,16;45,27;0,94;0,34;;;
15/05/2026;;00000000004793;ABOBORA SERGIPANA KG;4,659;23,25;4,99;16,31;0,00;0,00;6,94;29,86;42,58;0,24;0,58;;;
15/05/2026;;00000000010505;ABOBRINHA KG;10,685;34,10;3,19;31,85;0,00;0,00;2,25;6,60;7,06;0,08;0,66;;;
15/05/2026;;00000000012303;AGRIAO UN.;12,000;29,88;2,49;14,40;0,00;0,00;15,48;51,81;107,50;0,53;1,19;;;
15/05/2026;;00000000012302;ALFACE CRESPA UN.;77,000;153,23;1,99;153,52;0,00;0,00;-0,29;-0,19;-0,19;-0,01;1,18;;;
15/05/2026;;00000000002496;ALHO KG;18,895;340,02;18,00;169,77;23,80;0,00;170,25;43,07;100,28;5,87;7,06;;;
15/05/2026;;00000000010518;BANANA DAGUA KG;22,575;90,09;3,99;60,28;0,00;0,00;29,81;33,09;49,46;1,03;8,09;;;
15/05/2026;;00000000004801;BANANA PRATA KG;62,705;312,85;4,99;258,00;0,00;0,00;54,85;17,53;21,26;1,89;9,98;;;
15/05/2026;;00000000009239;BANANA PROMOCAO BDJ;8,000;23,92;2,99;0,00;2,87;2,21;23,92;78,75;0,00;0,83;10,80;;;
15/05/2026;;00000000001557;BATATA DOCE KG;9,835;39,26;3,99;36,51;0,00;0,00;2,75;7,00;7,52;0,09;10,90;;;
15/05/2026;;00000000002494;BATATA LISA KG;107,950;776,29;7,19;286,04;0,00;0,00;490,25;63,15;171,39;16,91;27,81;;;
15/05/2026;;00000000010506;BERINJELA KG;2,595;17,61;6,79;9,81;0,00;0,00;7,80;44,30;79,53;0,27;28,08;;;
15/05/2026;;00000000004798;BETERRABA KG;11,145;65,65;5,89;49,56;0,00;0,00;16,09;24,51;32,47;0,56;28,63;;;
15/05/2026;;00000000012309;BROCOLIS UN;4,000;27,96;6,99;26,00;0,00;0,00;1,96;7,01;7,54;0,07;28,70;;;
15/05/2026;;00000000000471;CARTELA OVOS C/12;18,000;125,82;6,99;129,14;0,00;0,00;-3,32;-2,64;-2,57;-0,11;28,59;;;
15/05/2026;;00000000002495;CEBOLA GRAUDA KG;58,820;305,32;5,19;114,81;0,00;0,00;190,51;62,40;165,93;6,57;35,16;;;
15/05/2026;;00000000010508;CEBOLA MIUDA KG;5,795;26,02;4,49;11,59;0,00;0,00;14,43;55,46;124,50;0,50;35,65;;;
15/05/2026;;00000000010509;CEBOLA ROXA KG;3,840;25,70;6,69;15,51;0,00;0,00;10,19;39,64;65,66;0,35;36,01;;;
15/05/2026;;00000000012319;CEBOLINHA UN;2,000;4,98;2,49;1,40;0,00;0,00;3,58;71,89;255,71;0,12;36,13;;;
15/05/2026;;00000000004799;CENOURA KG;47,790;347,76;7,28;150,91;0,00;0,00;196,85;56,60;130,44;6,79;42,92;;;
15/05/2026;;00000000000258;CENOURA PROMOCAO KG;0,869;1,73;1,99;5,65;0,00;0,00;-3,92;-226,50;-69,37;-0,14;42,78;;;
15/05/2026;;00000000012307;CHEIRO VERDE UN.;39,000;97,11;2,49;59,30;0,00;0,00;37,81;38,94;63,76;1,30;44,09;;;
15/05/2026;;00000000004796;CHUCHU KG;14,915;53,54;3,59;89,74;0,00;0,00;-36,20;-67,62;-40,34;-1,25;42,84;;;
15/05/2026;;00000000010526;COCO SECO KG;12,490;59,83;4,79;40,72;11,97;0,00;19,11;11,94;46,94;0,66;43,50;;;
15/05/2026;;00000000012305;COENTRO UN.;73,000;181,77;2,49;124,10;0,00;0,00;57,67;31,73;46,47;1,99;45,49;;;
15/05/2026;;00000000012304;COUVE UN.;41,000;102,09;2,49;61,50;0,00;0,00;40,59;39,76;66,00;1,40;46,89;;;
15/05/2026;;00000000012306;HORTELA UN;9,000;22,41;2,49;8,10;0,00;0,00;14,31;63,86;176,67;0,49;47,38;;;
15/05/2026;;00000000004804;INHAME KG;17,470;87,17;4,99;86,41;0,00;0,00;0,76;0,87;0,88;0,03;47,41;;;
15/05/2026;;00000000004803;JILO KG;10,745;85,88;7,99;56,84;0,00;0,00;29,04;33,81;51,09;1,00;48,41;;;
15/05/2026;;00000000010532;KIWI KG;2,150;53,73;24,99;36,16;0,00;0,00;17,57;32,69;48,58;0,61;49,02;;;
15/05/2026;;00000000005372;LARANJA CX FECHADA;1,000;74,99;74,99;0,00;0,00;0,00;74,99;100,00;0,00;2,59;51,60;;;
15/05/2026;;00000000004797;LARANJA PERA KG;12,145;43,60;3,59;27,99;0,00;0,00;15,61;35,81;55,79;0,54;52,14;;;
15/05/2026;;00000000002498;LIMAO KG;25,190;80,39;3,19;48,52;0,00;0,00;31,87;39,65;65,69;1,10;53,24;;;
15/05/2026;;00000000012312;LOURO UN.;10,000;24,90;2,49;12,00;0,00;0,00;12,90;51,81;107,50;0,44;53,69;;;
15/05/2026;;00000000010530;MACA  ARGENTINA KG;1,495;28,39;18,99;17,21;0,00;0,00;11,18;39,39;64,98;0,39;54,07;;;
15/05/2026;;00000000010531;MACA FUJI KG;0,195;2,73;14,00;2,61;0,00;0,00;0,12;4,50;4,71;0,00;54,08;;;
15/05/2026;;00000000010627;MACA GALA KG;9,535;85,73;8,99;92,15;0,00;0,00;-6,42;-7,49;-6,97;-0,22;53,85;;;
15/05/2026;;00000000005727;MACA GALA PROMOCAO SC 850GR;1,000;4,79;4,79;0,00;0,00;0,00;4,79;100,00;0,00;0,17;54,02;;;
15/05/2026;;00000000002137;MACA GALA SC 850GR;28,000;139,72;4,99;60,38;0,00;0,00;79,34;56,78;131,40;2,74;56,76;;;
15/05/2026;;00000000010529;MACA VERDE KG;2,090;35,50;16,99;24,00;0,00;0,00;11,50;32,39;47,90;0,40;57,15;;;
15/05/2026;;00000000005062;MAMAO PAPAIA UN.;11,000;49,39;4,49;25,19;0,00;0,00;24,20;49,00;96,07;0,83;57,99;;;
15/05/2026;;00000000010525;MANGA PALMER KG;52,040;311,65;5,99;270,05;0,00;0,00;41,60;13,35;15,40;1,43;59,42;;;
15/05/2026;;00000000010522;MARACUJA KG;35,775;249,65;6,98;240,28;0,00;0,00;9,37;3,76;3,90;0,32;59,75;;;
15/05/2026;;00000000010521;MELAO COMUM KG;5,000;25,95;5,19;14,20;0,00;0,00;11,75;45,28;82,75;0,41;60,15;;;
15/05/2026;;00000000004405;MOSTARDA UN;1,000;2,49;2,49;1,50;0,00;0,00;0,99;39,76;66,00;0,03;60,19;;;
15/05/2026;;00000000011612;MOUSSE DE LIMAO DA CASA P;2,000;7,98;3,99;0,00;0,00;0,00;7,98;100,00;0,00;0,28;60,46;;;
15/05/2026;;00000000011609;MOUSSE DE MARACUJA DA CASA P;9,000;35,91;3,99;0,00;0,00;0,00;35,91;100,00;0,00;1,24;61,70;;;
15/05/2026;;00000000007432;OVOS CAIPIRA C/12;4,000;51,96;12,99;40,00;0,00;0,00;11,96;23,02;29,90;0,41;62,11;;;
15/05/2026;;00000000008064;OVOS CARTELA COM 20;29,000;347,71;11,99;10,00;0,00;0,00;337,71;97,12;3377,10;11,65;73,76;;;
15/05/2026;;00000000002519;OVOS CARTELA COM 30;34,000;621,86;18,29;406,40;0,00;0,00;215,46;34,65;53,02;7,43;81,19;;;
15/05/2026;;00000000010512;PEPINO JAPONES KG;6,675;33,31;4,99;26,90;0,00;0,00;6,41;19,24;23,83;0,22;81,41;;;
15/05/2026;;00000000010513;PEPINO KG;3,915;19,14;4,89;21,10;0,00;0,00;-1,96;-10,25;-9,30;-0,07;81,35;;;
15/05/2026;;00000000007660;PERA WILLIAM KG;6,160;61,53;9,99;72,83;0,00;0,00;-11,30;-18,37;-15,52;-0,39;80,96;;;
15/05/2026;;00000000000002;PIMENTAO BANDEJA UNIDADE;1,000;1,99;1,99;16,32;0,00;0,00;-14,33;-720,10;-87,81;-0,49;80,46;;;
15/05/2026;;00000000002502;PIMENTAO KG;14,130;103,03;7,29;65,26;0,00;0,00;37,77;36,66;57,87;1,30;81,77;;;
15/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;3,510;49,13;14,00;14,95;0,00;0,00;34,18;69,57;228,57;1,18;82,94;;;
15/05/2026;;00000000010507;QUIABO KG;19,555;156,24;7,99;118,42;0,00;0,00;37,82;24,21;31,94;1,30;84,25;;;
15/05/2026;;00000000010510;REPOLHO KG;4,635;24,07;5,19;8,90;0,00;0,00;15,17;63,03;170,47;0,52;84,77;;;
15/05/2026;;00000000007308;SALSA G;3,000;2,97;0,99;10,50;0,00;0,00;-7,53;-253,54;-71,71;-0,26;84,51;;;
15/05/2026;;00000000012320;SALSINHA UN;30,000;74,70;2,49;46,20;0,00;0,00;28,50;38,15;61,69;0,98;85,50;;;
15/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;6,000;41,94;6,99;0,00;0,00;0,00;41,94;100,00;0,00;1,45;86,94;;;
15/05/2026;;00000000011761;TANGERINA POKAN KG;30,405;121,31;3,99;127,67;0,00;0,00;-6,36;-5,25;-4,98;-0,22;86,72;;;
15/05/2026;;00000000002497;TOMATE CARMEM KG;64,352;462,68;7,19;341,07;0,00;0,00;121,61;26,28;35,66;4,19;90,92;;;
15/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;4,000;25,96;6,49;20,00;0,00;0,00;5,96;22,96;29,80;0,21;91,12;;;
15/05/2026;;00000000010772;TOMATE ITALIANO KG;44,245;321,94;7,28;213,14;0,00;0,00;108,80;33,80;51,05;3,75;94,88;;;
15/05/2026;;00000000011623;TORTINHA DE LIMAO DA CASA P;7,000;41,93;5,99;0,00;0,00;0,00;41,93;100,00;0,00;1,45;96,32;;;
15/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;42,000;251,58;5,99;218,40;0,00;0,00;33,18;13,19;15,19;1,14;97,47;;;
15/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;18,000;192,42;10,69;119,00;0,00;0,00;73,42;38,16;61,70;2,53;100,00;;;
16/05/2026;;00000000010523;ABACATE KG;1,890;8,29;4,39;11,45;0,00;0,00;-3,16;-38,16;-27,62;-0,10;-0,10;;;
16/05/2026;;00000000004802;ABACAXI GRANDE UN.;7,000;55,93;7,99;38,50;0,00;0,00;17,43;31,16;45,27;0,55;0,45;;;
16/05/2026;;00000000004793;ABOBORA SERGIPANA KG;2,325;11,60;4,99;8,14;0,00;0,00;3,46;29,85;42,55;0,11;0,56;;;
16/05/2026;;00000000010505;ABOBRINHA KG;18,075;57,68;3,19;54,04;0,00;0,00;3,64;6,31;6,74;0,12;0,68;;;
16/05/2026;;00000000012303;AGRIAO UN.;13,000;32,37;2,49;15,60;0,00;0,00;16,77;51,81;107,50;0,53;1,21;;;
16/05/2026;;00000000012302;ALFACE CRESPA UN.;81,000;161,19;1,99;164,33;0,00;0,00;-3,14;-1,95;-1,91;-0,10;1,11;;;
16/05/2026;;00000000002496;ALHO KG;17,105;307,85;18,00;155,16;21,54;0,00;152,69;42,60;98,41;4,83;5,94;;;
16/05/2026;;00000000010518;BANANA DAGUA KG;28,720;114,60;3,99;76,68;0,00;0,00;37,92;33,09;49,45;1,20;7,14;;;
16/05/2026;;00000000004801;BANANA PRATA KG;100,690;502,50;4,99;411,22;0,00;0,00;91,28;18,17;22,20;2,89;10,02;;;
16/05/2026;;00000000009239;BANANA PROMOCAO BDJ;1,000;2,99;2,99;0,00;0,36;0,28;2,99;78,75;0,00;0,09;10,12;;;
16/05/2026;;00000000001557;BATATA DOCE KG;10,700;42,71;3,99;40,12;0,00;0,00;2,58;6,05;6,44;0,08;10,20;;;
16/05/2026;;00000000002494;BATATA LISA KG;143,640;1103,68;7,68;340,22;0,00;0,00;763,46;69,17;224,40;24,15;34,35;;;
16/05/2026;;00000000010506;BERINJELA KG;2,735;18,56;6,79;10,34;0,00;0,00;8,22;44,30;79,53;0,26;34,61;;;
16/05/2026;;00000000004798;BETERRABA KG;11,995;70,63;5,89;53,04;0,00;0,00;17,59;24,91;33,17;0,56;35,17;;;
16/05/2026;;00000000012309;BROCOLIS UN;28,000;143,72;5,13;161,00;0,00;0,00;-17,28;-12,02;-10,73;-0,55;34,62;;;
16/05/2026;;00000000000471;CARTELA OVOS C/12;18,000;125,82;6,99;118,74;0,00;0,00;7,08;5,63;5,96;0,22;34,85;;;
16/05/2026;;00000000002495;CEBOLA GRAUDA KG;78,990;409,95;5,19;152,05;0,00;0,00;257,90;62,91;169,62;8,16;43,00;;;
16/05/2026;;00000000010508;CEBOLA MIUDA KG;7,990;35,90;4,49;18,26;0,00;0,00;17,64;49,13;96,59;0,56;43,56;;;
16/05/2026;;00000000010509;CEBOLA ROXA KG;6,030;40,34;6,69;25,17;0,00;0,00;15,17;37,60;60,26;0,48;44,04;;;
16/05/2026;;00000000004799;CENOURA KG;56,540;399,54;7,07;172,46;0,00;0,00;227,08;56,84;131,67;7,18;51,23;;;
16/05/2026;;00000000012307;CHEIRO VERDE UN.;40,000;99,60;2,49;61,00;0,00;0,00;38,60;38,76;63,28;1,22;52,45;;;
16/05/2026;;00000000004796;CHUCHU KG;12,290;44,12;3,59;76,43;0,00;0,00;-32,31;-73,24;-42,27;-1,02;51,42;;;
16/05/2026;;00000000010526;COCO SECO KG;5,050;24,19;4,79;16,43;4,89;0,00;7,76;11,89;47,27;0,25;51,67;;;
16/05/2026;;00000000012305;COENTRO UN.;71,000;176,79;2,49;120,70;0,00;0,00;56,09;31,73;46,47;1,77;53,44;;;
16/05/2026;;00000000012304;COUVE UN.;29,000;72,21;2,49;43,50;0,00;0,00;28,71;39,76;66,00;0,91;54,35;;;
16/05/2026;;00000000010514;GENGIBRE KG;0,135;2,00;14,81;0,83;0,00;0,07;1,17;54,95;140,24;0,04;54,39;;;
16/05/2026;;00000000012306;HORTELA UN;2,000;4,98;2,49;1,80;0,00;0,00;3,18;63,86;176,67;0,10;54,49;;;
16/05/2026;;00000000004804;INHAME KG;12,380;61,79;4,99;63,76;0,00;0,00;-1,97;-3,18;-3,09;-0,06;54,43;;;
16/05/2026;;00000000004803;JILO KG;12,975;103,69;7,99;68,64;0,00;0,00;35,05;33,80;51,07;1,11;55,54;;;
16/05/2026;;00000000010532;KIWI KG;1,165;29,12;25,00;19,60;0,00;0,00;9,52;32,71;48,61;0,30;55,84;;;
16/05/2026;;00000000004797;LARANJA PERA KG;21,480;77,13;3,59;49,00;0,00;0,00;28,13;36,47;57,41;0,89;56,73;;;
16/05/2026;;00000000002498;LIMAO KG;37,475;119,49;3,19;72,70;0,00;0,00;46,79;39,16;64,36;1,48;58,21;;;
16/05/2026;;00000000012312;LOURO UN.;13,000;32,37;2,49;15,60;0,00;0,00;16,77;51,81;107,50;0,53;58,74;;;
16/05/2026;;00000000010530;MACA  ARGENTINA KG;0,590;11,20;18,98;6,87;0,00;0,00;4,33;38,68;63,08;0,14;58,88;;;
16/05/2026;;00000000010531;MACA FUJI KG;4,935;69,04;13,99;58,95;0,00;0,00;10,09;14,61;17,11;0,32;59,19;;;
16/05/2026;;00000000010627;MACA GALA KG;7,705;69,26;8,99;75,20;0,00;0,00;-5,94;-8,58;-7,90;-0,19;59,01;;;
16/05/2026;;00000000002137;MACA GALA SC 850GR;38,000;189,62;4,99;81,80;0,00;0,00;107,82;56,86;131,81;3,41;62,42;;;
16/05/2026;;00000000010529;MACA VERDE KG;1,690;28,70;16,98;19,72;0,00;0,00;8,98;31,28;45,52;0,28;62,70;;;
16/05/2026;;00000000005062;MAMAO PAPAIA UN.;1,000;4,49;4,49;3,54;0,00;0,00;0,95;21,16;26,84;0,03;62,73;;;
16/05/2026;;00000000010525;MANGA PALMER KG;42,750;256,02;5,99;224,68;0,00;0,00;31,34;12,24;13,95;0,99;63,72;;;
16/05/2026;;00000000010522;MARACUJA KG;34,030;237,88;6,99;226,26;0,00;0,00;11,62;4,89;5,14;0,37;64,09;;;
16/05/2026;;00000000010521;MELAO COMUM KG;3,504;18,19;5,19;9,95;0,00;0,00;8,24;45,29;82,79;0,26;64,35;;;
16/05/2026;;00000000009982;MELAO UNID;1,000;4,49;4,49;0,00;0,00;0,00;4,49;100,00;0,00;0,14;64,49;;;
16/05/2026;;00000000011612;MOUSSE DE LIMAO DA CASA P;1,000;3,99;3,99;0,00;0,00;0,00;3,99;100,00;0,00;0,13;64,62;;;
16/05/2026;;00000000011609;MOUSSE DE MARACUJA DA CASA P;2,000;7,98;3,99;0,00;0,00;0,00;7,98;100,00;0,00;0,25;64,87;;;
16/05/2026;;00000000007432;OVOS CAIPIRA C/12;1,000;12,99;12,99;10,00;0,00;0,00;2,99;23,02;29,90;0,09;64,97;;;
16/05/2026;;00000000008064;OVOS CARTELA COM 20;31,000;371,69;11,99;40,00;0,00;0,00;331,69;89,24;829,23;10,49;75,46;;;
16/05/2026;;00000000002519;OVOS CARTELA COM 30;40,000;731,60;18,29;472,32;0,00;0,00;259,28;35,44;54,89;8,20;83,66;;;
16/05/2026;;00000000010512;PEPINO JAPONES KG;8,080;40,31;4,99;33,27;0,00;0,00;7,04;17,46;21,15;0,22;83,88;;;
16/05/2026;;00000000010513;PEPINO KG;10,625;51,95;4,89;56,40;0,00;0,00;-4,45;-8,56;-7,89;-0,14;83,74;;;
